ResponseId,MainBranch,EdLevel,Employment,YearsCode,DevType,RemoteWork,Country,LanguageHaveWorkedWith,DatabaseHaveWorkedWith,PlatformHaveWorkedWith,ConvertedCompYearly
126,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,13.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Switzerland,HTML/CSS;JavaScript;Python;SQL;TypeScript,PostgreSQL,APT;Docker;Google Cloud;Gradle;Homebrew;Kubernetes;Make;Netlify;npm;Pip;Vercel;Vite;Webpack;Yarn,94235.0
127,I am a developer by profession,Some college/university study without earning a degree,Employed,7.0,"Developer, front-end",Remote,Spain,HTML/CSS;JavaScript;PHP;SQL;TypeScript,,,440856.0
129,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,24.0,Cloud infrastructure engineer,Remote,United States of America,C#;HTML/CSS;JavaScript;Python;TypeScript,Microsoft SQL Server;PostgreSQL;Redis,Amazon Web Services (AWS);Docker;Microsoft Azure;npm;NuGet,295000.0
130,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,18.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",Netherlands,Bash/Shell (all shells);Java;Kotlin;Python;SQL,Elasticsearch;H2;MariaDB;MongoDB;PostgreSQL;Redis,Docker;Gradle;Kubernetes;Maven (build tool);Prometheus,113694.0
131,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,9.0,"Developer, full-stack",In-person,United States of America,Bash/Shell (all shells);C++;Go;Java;JavaScript;Perl;PHP;Python;SQL;TypeScript,Oracle;SQLite,Docker;Make;npm;Pip;Podman,80000.0
132,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28.0,"Developer, back-end",Remote,United States of America,C#;Go;PowerShell;Python;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;Snowflake;SQLite;Supabase,Amazon Web Services (AWS);Cloudflare;Make;MSBuild;npm;NuGet;Pip;Poetry;Supabase;Vite;Yarn,350000.0
133,I am a developer by profession,Some college/university study without earning a degree,Employed,6.0,"Developer, mobile",Remote,Italy,Dart;Java;JavaScript;SQL,MySQL;SQLite,,39445.0
134,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,10.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",India,HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;MySQL;PostgreSQL,npm,20109.0
135,I am a developer by profession,"Associate degree (A.A., A.S., etc.)","Independent contractor, freelancer, or self-employed",10.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Hungary,Bash/Shell (all shells);Delphi;HTML/CSS;JavaScript;PHP;PowerShell;Python;Rust;SQL;TypeScript;VBA,MariaDB;Microsoft SQL Server;MySQL;SQLite,Cargo;Chocolatey;Composer;npm;Pip;pnpm;Vercel;Vite;Webpack;Yarn,43375.0
138,I am a developer by profession,Some college/university study without earning a degree,Employed,3.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;SQL,,,87000.0
139,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,AI/ML engineer,"Your choice (very flexible, you can come in when you want or just as needed)",Norway,Bash/Shell (all shells);Go;Java;JavaScript;Python;SQL,Databricks SQL;DuckDB;MongoDB;MySQL,Amazon Web Services (AWS);Docker;Homebrew;Microsoft Azure;Pip;Poetry;Terraform,66017.0
141,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,9.0,"Developer, back-end",,Germany,Bash/Shell (all shells);HTML/CSS;JavaScript;Ruby;SQL,PostgreSQL;SQLite,Datadog;Docker;Google Cloud;Homebrew;Netlify;npm;Yarn,75410.0
142,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,"Developer, embedded applications or devices",In-person,France,Bash/Shell (all shells);C;C++;Rust,,,27844.0
143,I am a developer by profession,Some college/university study without earning a degree,Student,10.0,Student,,Germany,Assembly;Bash/Shell (all shells);C;C++;HTML/CSS;Java;JavaScript;Python;Ruby;Rust,,APT;Cargo;Cloudflare;Docker;Kubernetes;Make;Ninja;npm;Pacman;Pip,13922.0
144,"I am not primarily a developer, but I write code sometimes as part of my work/studies",Some college/university study without earning a degree,Employed,15.0,DevOps engineer or professional,Remote,United States of America,Bash/Shell (all shells);Python;SQL,Dynamodb;Elasticsearch;MariaDB;Redis;Amazon Redshift;Valkey,Amazon Web Services (AWS);APT;Datadog;Docker;Kubernetes;Make;npm;Pip;Poetry;Terraform,185000.0
146,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10.0,"Developer, desktop or enterprise applications","Hybrid (some in-person, leans heavy to flexibility)",Germany,C#;F#;PowerShell;Rust;SQL;Zig,Oracle;Redis;SQLite,,83531.0
147,I am a developer by profession,Some college/university study without earning a degree,Employed,9.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Switzerland,Bash/Shell (all shells);HTML/CSS;JavaScript;TypeScript,MySQL;PostgreSQL,Docker;Firebase;Google Cloud;Gradle;npm;Vite;Webpack;Yarn,114981.0
148,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Not employed,15.0,"Developer, back-end",,Poland,Bash/Shell (all shells);C++;HTML/CSS;JavaScript;Python;Rust;SQL,,,130992.0
149,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,45.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",United States of America,C#;HTML/CSS;SQL;VBA;Visual Basic (.Net),IBM DB2;Microsoft Access;Microsoft SQL Server,,150000.0
150,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,15.0,"Developer, full-stack",Remote,United States of America,C#;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Microsoft SQL Server;Redis;Snowflake,Cloudflare;Datadog;Docker;Google Cloud;Microsoft Azure;MSBuild;Netlify;npm;NuGet,200000.0
151,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,40.0,"Developer, back-end",Remote,France,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;TypeScript,MariaDB;MySQL;PostgreSQL;Supabase,Amazon Web Services (AWS);Docker;Kubernetes;Pip;Prometheus;Supabase;Vite,69609.0
154,I am a developer by profession,Some college/university study without earning a degree,Employed,12.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",Italy,C#;C++;HTML/CSS;JavaScript;Python;SQL,Microsoft SQL Server;PostgreSQL;SQLite,APT;Cargo;Docker;Homebrew;MSBuild;npm;Pip,31324.0
155,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,37.0,Project manager,"Hybrid (some in-person, leans heavy to flexibility)",Brazil,Bash/Shell (all shells);HTML/CSS;JavaScript;PowerShell;Python;SQL;VBA,MariaDB;Microsoft Access;MySQL;SQLite,Amazon Web Services (AWS);Cloudflare;Docker;Google Cloud;Microsoft Azure;npm;Pip;Podman,91018.0
156,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,17.0,"Developer, full-stack",Remote,Germany,Bash/Shell (all shells);Dart;HTML/CSS;Java;JavaScript;PowerShell;TypeScript,MongoDB;PostgreSQL,Docker;Firebase;Heroku;Kubernetes;npm;Vercel;Vite;Webpack,75410.0
157,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",10.0,"Architect, software or solutions",,Romania,Bash/Shell (all shells);HTML/CSS;JavaScript;PHP;PowerShell;SQL,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;Redis,Amazon Web Services (AWS);APT;Cloudflare;Composer;Datadog;Digital Ocean;Google Cloud;Homebrew;Microsoft Azure;Pip;Splunk;Vite,91899.0
158,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",20.0,"Senior executive (C-suite, VP, etc.)",Remote,Peru,C#;HTML/CSS;JavaScript;PHP;PowerShell;SQL,Elasticsearch;Microsoft SQL Server;MySQL;PostgreSQL;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Docker;Microsoft Azure;MSBuild;npm;NuGet;Vite;Webpack,156000.0
159,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,8.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Sri Lanka,C#;Erlang;Java;PowerShell;Python;SQL;TypeScript,Cosmos DB;Dynamodb;Firebase Realtime Database;MariaDB;Microsoft SQL Server;MySQL;Neo4J;Snowflake;SQLite,Docker;Kubernetes;Microsoft Azure;Vite,19983.0
160,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Developer, full-stack",Remote,United States of America,C#;HTML/CSS;Rust;TypeScript,MySQL;Redis,Amazon Web Services (AWS);Cargo;Chocolatey;Cloudflare;New Relic;npm;NuGet;Terraform;Webpack;Yarn,165000.0
161,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,35.0,Academic researcher,,Germany,C#;HTML/CSS;SQL;TypeScript,Microsoft SQL Server;Oracle;SQLite,Docker;Kubernetes;npm;NuGet;Pip,75410.0
162,"I used to be a developer by profession, but no longer am","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,20.0,"Senior executive (C-suite, VP, etc.)","Hybrid (some in-person, leans heavy to flexibility)",Germany,C#;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Dynamodb;Elasticsearch;MariaDB;MySQL;PostgreSQL;Redis,,104413.0
163,I am a developer by profession,Some college/university study without earning a degree,Employed,32.0,"Developer, full-stack",Remote,Portugal,Bash/Shell (all shells);C;C#;C++;Elixir;Erlang;F#;HTML/CSS;JavaScript;Lua;MicroPython;PowerShell;Python;Rust;TypeScript;Zig,MariaDB;Microsoft SQL Server;MySQL;PostgreSQL;SQLite,Cargo;Docker;Kubernetes;Microsoft Azure;MSBuild;npm;NuGet;Pip;Poetry,44086.0
164,I am a developer by profession,Some college/university study without earning a degree,Employed,14.0,"Developer, back-end",Remote,United Kingdom of Great Britain and Northern Ireland,Bash/Shell (all shells);JavaScript;Lisp,Firebase Realtime Database;MariaDB;Microsoft SQL Server;MySQL;PostgreSQL,Amazon Web Services (AWS);APT;Datadog;Docker;npm;Pip;Terraform;Yarn,120485.0
165,I code primarily as a hobby,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,1.0,Academic researcher,"Hybrid (some remote, leans heavy to in-person)",United Kingdom of Great Britain and Northern Ireland,Python;R,PostgreSQL,,68071.0
166,I work with developers or my work supports developers but am not a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)","Independent contractor, freelancer, or self-employed",1.0,Other (please specify):,Remote,United States of America,,,,75000.0
168,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,11.0,"Developer, full-stack",Remote,Norway,C#;Elixir;F#;Java;TypeScript,MongoDB;PostgreSQL,Ansible;Cloudflare;Digital Ocean;Docker;Gradle;Heroku;Homebrew;npm;Vite;Webpack,98842.0
169,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Employed,39.0,"Developer, full-stack","Hybrid (some remote, leans heavy to in-person)",Italy,HTML/CSS;Java;SQL,IBM DB2;MariaDB,,46406.0
172,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,16.0,"Developer, embedded applications or devices","Hybrid (some in-person, leans heavy to flexibility)",Germany,Bash/Shell (all shells);C;C++;Java;JavaScript;PowerShell;Python;TypeScript,,,116015.0
173,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Senior executive (C-suite, VP, etc.)",Remote,Belgium,HTML/CSS;JavaScript;SQL;TypeScript,Dynamodb;Elasticsearch;PostgreSQL;SQLite,,148499.0
174,I code primarily as a hobby,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",Student,4.0,Student,Remote,Croatia,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;TypeScript,Firebase Realtime Database;MongoDB;PostgreSQL;SQLite,APT;Cloudflare;Docker;Firebase;npm;Pacman;Vercel;Vite,5801.0
175,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,9.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Greece,Dart;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,H2;MariaDB;Redis;SQLite,Amazon Web Services (AWS);Digital Ocean;Docker;Gradle;Maven (build tool);npm;Pip;Railway;Vercel;Vite,17402.0
176,"I used to be a developer by profession, but no longer am","Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Retired,53.0,"Developer, front-end","Hybrid (some in-person, leans heavy to flexibility)",Germany,Bash/Shell (all shells);Delphi;MATLAB;PHP;SQL;VBA,MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;SQLite,,41765.0
179,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,15.0,"Developer, back-end","Hybrid (some in-person, leans heavy to flexibility)",Canada,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;PowerShell;SQL,Elasticsearch;Microsoft SQL Server,Cloudflare;Gradle;Maven (build tool);Microsoft Azure;npm,72958.0
180,I am a developer by profession,Primary/elementary school,Employed,26.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",Sweden,Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Perl;Python;SQL,MariaDB;Redis,Amazon Web Services (AWS);Docker;Kubernetes;Microsoft Azure;Pip,11530.0
181,"I am not primarily a developer, but I write code sometimes as part of my work/studies","Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,10.0,Applied scientist,In-person,"Iran, Islamic Republic of...",MATLAB,,,6000.0
183,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,40.0,Engineering manager,Remote,Canada,HTML/CSS;JavaScript;TypeScript,,Microsoft Azure;npm;pnpm;Vite;Webpack,94846.0
185,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,28.0,"Developer, full-stack","Your choice (very flexible, you can come in when you want or just as needed)",United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;JavaScript;SQL,Microsoft SQL Server;Redis,Microsoft Azure;npm;NuGet,49011.0
186,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,36.0,"Developer, full-stack",In-person,Germany,C#,Microsoft SQL Server,,58007.0
187,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Student,6.0,Other (please specify):,"Your choice (very flexible, you can come in when you want or just as needed)",Netherlands,Assembly;Bash/Shell (all shells);C++;HTML/CSS;JavaScript;MicroPython;OCaml;Python;Rust;SQL,Neo4J;PostgreSQL;SQLite,APT;Cargo;Cloudflare;Docker;Pip,8121.0
188,I am a developer by profession,"Professional degree (JD, MD, Ph.D, Ed.D, etc.)",Employed,20.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Canada,C#,Elasticsearch;Microsoft SQL Server,,102142.0
189,"I used to be a developer by profession, but no longer am","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,23.0,Project manager,"Your choice (very flexible, you can come in when you want or just as needed)",United Kingdom of Great Britain and Northern Ireland,Prolog;Python;SQL,MariaDB;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL,Amazon Web Services (AWS),74878.0
193,"I used to be a developer by profession, but no longer am","Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,25.0,"Architect, software or solutions","Your choice (very flexible, you can come in when you want or just as needed)",France,Bash/Shell (all shells);Go;HTML/CSS;Java;SQL,Elasticsearch;H2;MariaDB;MySQL;PostgreSQL;Snowflake;SQLite,Amazon Web Services (AWS);Chocolatey;Docker;Gradle;Make;Maven (build tool);Prometheus;Splunk,87011.0
195,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,33.0,"Developer, back-end",Remote,United Kingdom of Great Britain and Northern Ireland,C#;HTML/CSS;Java;JavaScript;Python;Ruby;SQL;TypeScript,MariaDB;MySQL;PostgreSQL;Redis;SQLite;Supabase,Amazon Web Services (AWS);Ansible;Cloudflare;Datadog;Digital Ocean;Docker;Google Cloud;Homebrew;Kubernetes;Netlify;npm;Prometheus;Supabase;Terraform;Vercel,129334.0
196,I am a developer by profession,Some college/university study without earning a degree,"Independent contractor, freelancer, or self-employed",19.0,"Developer, back-end",,Argentina,Bash/Shell (all shells);HTML/CSS;Java;JavaScript;Python;Scala;SQL;TypeScript,Databricks SQL;Dynamodb;H2;PostgreSQL;Redis,Amazon Web Services (AWS);Datadog;Docker;Homebrew;Kubernetes;Maven (build tool);New Relic;npm;Pip;Prometheus;Splunk;Terraform,108000.0
197,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,30.0,"Developer, full-stack","Hybrid (some in-person, leans heavy to flexibility)",Portugal,Bash/Shell (all shells);Groovy;HTML/CSS;Java;JavaScript;SQL,MariaDB;Redis,Ansible;APT;Composer;Digital Ocean;Docker;Maven (build tool);npm;Pip;Prometheus;Terraform,63808.0
198,I am a developer by profession,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",Employed,33.0,"Developer, full-stack",Remote,United States of America,Bash/Shell (all shells);HTML/CSS;JavaScript;Python;SQL,Elasticsearch;MySQL;PostgreSQL,Amazon Web Services (AWS);Cloudflare;Digital Ocean;Docker;npm;Pip;Podman;Poetry;Terraform,190000.0
199,I am a developer by profession,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)","Independent contractor, freelancer, or self-employed",17.0,"Developer, full-stack",Remote,China,Bash/Shell (all shells);C;HTML/CSS;JavaScript;PHP;Python;SQL,MySQL;SQLite,,8357.0
200,I am a developer by profession,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",Employed,10.0,Cloud infrastructure engineer,"Your choice (very flexible, you can come in when you want or just as needed)",Spain,Go;JavaScript;Python;SQL;TypeScript,Elasticsearch;MariaDB;Microsoft SQL Server;MongoDB;PostgreSQL;Cockroachdb,Amazon Web Services (AWS);Docker;Homebrew;Kubernetes;Microsoft Azure;Prometheus;Terraform,34804.0
